State/ Territory1,Postcode,"Number of individuals
no.","Taxable income or loss
no.","Taxable income or loss
$","Average taxable income or loss3
$","Median taxable income or loss3
$",Australian rank5 descending,Ranking5 by state/ territory descending
VIC,3032,"18,815","18,815","1,223,015,363","65,002","49,469",471,91
VIC,3033,"8,294","8,294","485,896,501","58,584","47,286",785,143
VIC,3034,"6,433","6,433","356,223,388","55,374","44,835","1,015",189
VIC,3036,"3,934","3,934","250,917,590","63,782","46,786",515,98
VIC,3037,"28,099","28,099","1,468,187,154","52,251","45,444","1,284",255
VIC,3038,"16,937","16,937","916,792,660","54,130","44,904","1,131",220
VIC,3039,"9,324","9,324","680,260,477","72,958","54,294",280,60
VIC,3040,"17,416","17,416","1,299,492,284","74,615","52,684",257,56
VIC,3041,"7,935","7,935","550,321,112","69,354","52,067",349,70
VIC,3042,"9,418","9,418","556,731,782","59,114","49,554",754,137
VIC,3043,"9,936","9,936","512,785,638","51,609","45,972","1,335",267
VIC,3044,"16,196","16,196","961,117,267","59,343","49,843",737,134
VIC,3046,"18,916","18,916","946,397,809","50,032","42,810","1,480",297
VIC,3047,"8,054","8,054","310,162,335","38,510","32,584","2,529",642
VIC,3048,"6,793","6,793","270,034,614","39,752","34,832","2,464",606
VIC,3049,"5,466","5,466","292,414,669","53,497","46,130","1,191",234
VIC,3051,"8,581","8,581","503,593,494","58,687","42,385",776,141
VIC,3052,"3,656","3,656","230,613,013","63,078","41,227",539,101
VIC,3053,"8,040","8,040","439,324,602","54,642","35,969","1,078",206
VIC,3054,"5,951","5,951","455,465,971","76,536","50,528",233,51
VIC,3055,"8,990","8,990","530,863,132","59,050","47,292",756,138
VIC,3056,"17,104","17,104","1,019,527,318","59,608","47,697",719,128
VIC,3057,"8,294","8,294","508,559,183","61,317","51,130",617,114
VIC,3058,"20,843","20,843","1,181,461,323","56,684","45,759",921,169
VIC,3059,"10,075","10,075","588,668,274","58,429","47,295",793,146
VIC,3060,"6,642","6,642","296,783,571","44,683","36,606","2,061",466
VIC,3061,"2,180","2,180","94,511,119","43,354","35,050","2,186",503
VIC,3062,119,119,"7,986,800","67,116","47,893",403,78
VIC,3063,379,379,"21,395,207","56,452","45,811",938,174
VIC,3064,"39,671","39,671","1,896,218,950","47,799","42,410","1,708",365
VIC,3065,"7,025","7,025","541,897,228","77,138","50,358",225,49
VIC,3066,"5,670","5,670","372,557,174","65,707","52,540",436,83
VIC,3067,"6,291","6,291","427,919,232","68,021","53,889",380,71
VIC,3068,"12,626","12,626","997,922,871","79,037","55,398",202,42
VIC,3070,"16,012","16,012","1,126,269,941","70,339","52,725",322,66
VIC,3071,"11,545","11,545","705,790,139","61,134","48,787",625,116
VIC,3072,"19,702","19,702","1,076,541,187","54,641","45,100","1,079",207
VIC,3073,"26,751","26,751","1,305,393,856","48,798","42,039","1,609",340
VIC,3074,"9,920","9,920","428,163,006","43,162","37,882","2,200",507
VIC,3075,"10,709","10,709","471,114,509","43,992","38,765","2,126",484
VIC,3076,"17,756","17,756","837,599,538","47,173","41,932","1,766",384
VIC,3078,"7,362","7,362","549,658,402","74,662","53,014",254,55
VIC,3079,"10,814","10,814","921,952,493","85,255","54,740",140,31
VIC,3081,"7,072","7,072","353,196,602","49,943","42,246","1,498",304
VIC,3082,"17,624","17,624","881,744,507","50,031","43,760","1,481",298
VIC,3083,"17,581","17,581","857,758,698","48,789","39,363","1,611",341
VIC,3084,"16,026","16,026","1,071,716,248","66,874","49,198",411,80
VIC,3085,"8,220","8,220","499,645,679","60,784","48,319",644,120
VIC,3086,69,69,"3,952,927","57,289","41,643",874,163
VIC,3087,"5,235","5,235","293,076,309","55,984","47,847",971,179
VIC,3088,"16,796","16,796","973,280,887","57,947","48,278",833,152
VIC,3089,"7,718","7,718","474,949,679","61,538","48,944",605,110
VIC,3090,"1,624","1,624","158,430,786","97,556","52,010",68,17
VIC,3091,"1,114","1,114","80,937,251","72,655","46,180",286,61
VIC,3093,"2,458","2,458","208,741,933","84,923","52,258",144,32
VIC,3094,"5,549","5,549","328,317,412","59,167","48,873",750,136
VIC,3095,"18,236","18,236","1,233,204,910","67,625","49,665",388,74
VIC,3096,"1,224","1,224","70,709,826","57,769","45,106",845,156
VIC,3097,999,999,"87,230,350","87,318","42,537",127,29
VIC,3099,"3,122","3,122","176,861,778","56,650","43,926",923,170
VIC,3101,"16,741","16,741","1,740,725,935","103,980","53,711",49,12
VIC,3102,"4,305","4,305","345,016,650","80,143","51,625",191,40
VIC,3103,"10,412","10,412","832,155,594","79,923","44,882",193,41
VIC,3104,"13,158","13,158","1,023,861,154","77,813","46,046",216,48
VIC,3105,"6,651","6,651","395,237,238","59,425","42,804",732,132
VIC,3106,"10,712","10,712","782,250,017","73,026","43,849",279,59
VIC,3107,"8,022","8,022","475,563,009","59,282","42,072",741,135
VIC,3108,"13,340","13,340","739,272,871","55,418","38,046","1,011",187
VIC,3109,"17,257","17,257","927,805,752","53,764","38,948","1,165",227
VIC,3111,"7,750","7,750","612,379,155","79,017","44,247",203,43
VIC,3113,"5,525","5,525","406,041,955","73,492","48,617",274,58
VIC,3114,"2,506","2,506","204,042,248","81,421","50,948",173,38
VIC,3115,"2,734","2,734","210,277,968","76,912","47,668",227,50
VIC,3116,"6,460","6,460","357,401,609","55,325","45,081","1,022",191
VIC,3121,"21,675","21,675","1,751,502,202","80,807","59,333",182,39
VIC,3122,"16,353","16,353","1,603,347,011","98,046","54,827",67,16
VIC,3123,"9,591","9,591","892,541,089","93,060","56,558",89,19
VIC,3124,"14,952","14,952","1,367,760,516","91,477","51,410",98,22
VIC,3125,"8,074","8,074","436,572,448","54,071","36,249","1,135",221
VIC,3126,"5,476","5,476","674,857,446","123,239","57,702",26,8
VIC,3127,"12,522","12,522","1,103,268,221","88,106","52,874",121,28
VIC,3128,"12,306","12,306","611,204,191","49,667","34,974","1,528",316
VIC,3129,"10,081","10,081","599,909,033","59,509","42,178",725,131
VIC,3130,"19,458","19,458","1,179,342,987","60,610","44,270",657,122
VIC,3131,"13,182","13,182","715,009,801","54,241","42,785","1,118",215
VIC,3132,"10,172","10,172","596,171,319","58,609","47,171",783,142
VIC,3133,"13,680","13,680","770,399,395","56,316","41,382",954,175
VIC,3134,"20,336","20,336","1,188,527,259","58,444","45,307",792,145
VIC,3135,"11,808","11,808","657,522,783","55,685","45,961",987,183
VIC,3136,"26,643","26,643","1,445,983,056","54,273","45,171","1,117",214
VIC,3137,"8,207","8,207","427,459,546","52,085","44,811","1,296",258
VIC,3138,"13,207","13,207","691,924,275","52,391","45,287","1,267",249
VIC,3139,"8,658","8,658","438,434,598","50,639","42,840","1,437",289
VIC,3140,"10,251","10,251","549,384,402","53,593","44,232","1,180",232
VIC,3141,"18,360","18,360","1,802,550,057","98,178","58,110",65,15
VIC,3142,"10,044","10,044","1,947,568,448","193,904","66,473",3,2
VIC,3143,"6,495","6,495","738,097,667","113,641","59,883",36,10
VIC,3144,"7,866","7,866","938,683,926","119,334","62,418",30,9
VIC,3145,"14,331","14,331","1,267,007,704","88,410","52,327",116,27
VIC,3146,"16,697","16,697","1,533,274,620","91,829","57,184",97,21
VIC,3147,"8,665","8,665","639,746,179","73,831","49,752",268,57
VIC,3148,"5,569","5,569","305,053,162","54,777","43,926","1,069",201
VIC,3149,"21,316","21,316","1,257,756,171","59,005","42,607",759,139
VIC,3150,"36,978","36,978","2,062,662,222","55,781","38,953",981,181
VIC,3151,"6,092","6,092","302,958,715","49,731","37,748","1,520",311
VIC,3152,"20,833","20,833","1,106,327,546","53,105","42,379","1,220",241
VIC,3153,"11,962","11,962","596,321,234","49,851","44,596","1,509",310
VIC,3154,"2,667","2,667","144,764,064","54,280","45,475","1,115",213
VIC,3155,"13,133","13,133","653,070,000","49,727","44,125","1,521",312
VIC,3156,"23,212","23,212","1,274,217,925","54,895","45,214","1,054",198
VIC,3158,"4,301","4,301","235,319,490","54,713","46,584","1,076",205
VIC,3159,"1,567","1,567","89,310,275","56,994","46,710",897,166
VIC,3160,"5,596","5,596","315,975,200","56,464","45,861",936,172
VIC,3161,"10,511","10,511","984,881,058","93,700","54,923",83,18
VIC,3162,"11,899","11,899","931,133,945","78,253","51,678",210,44
VIC,3163,"20,313","20,313","1,249,422,655","61,509","47,839",610,112
VIC,3164,88,88,"6,234,052","70,842","45,160",313,64
VIC,3165,"16,337","16,337","1,009,264,634","61,778","47,626",596,108
VIC,3166,"14,055","14,055","806,381,570","57,373","46,076",872,162
VIC,3167,"5,600","5,600","298,814,855","53,360","43,984","1,201",237
VIC,3168,"9,835","9,835","420,245,972","42,730","33,849","2,249",525
VIC,3169,"10,977","10,977","496,072,467","45,192","39,239","2,007",448
VIC,3170,"11,191","11,191","611,144,047","54,610","43,698","1,081",208
VIC,3171,"11,090","11,090","433,554,535","39,094","34,044","2,506",629
VIC,3172,"12,884","12,884","624,236,850","48,451","40,484","1,640",349
VIC,3173,"15,072","15,072","753,092,571","49,966","42,936","1,491",302
VIC,3174,"19,929","19,929","829,818,625","41,639","38,330","2,340",563
VIC,3175,"27,008","27,008","1,141,610,717","42,269","36,999","2,289",541
VIC,3177,"5,208","5,208","202,813,419","38,943","36,550","2,511",632
VIC,3178,"21,429","21,429","1,194,308,187","55,733","45,960",986,182
VIC,3179,"3,648","3,648","186,041,755","50,998","42,849","1,398",280
VIC,3180,"4,494","4,494","230,773,452","51,351","42,853","1,366",275
VIC,3181,"14,782","14,782","1,113,964,192","75,360","55,404",243,53
VIC,3182,"17,563","17,563","1,186,222,237","67,541","50,265",390,75
VIC,3183,"12,545","12,545","842,784,715","67,181","50,363",400,76
VIC,3184,"11,044","11,044","929,412,154","84,155","58,719",154,34
VIC,3185,"8,775","8,775","718,444,341","81,874","52,870",169,37
VIC,3186,"16,526","16,526","2,136,627,046","129,289","60,684",21,7
VIC,3187,"10,095","10,095","906,155,837","89,763","53,225",107,24
VIC,3188,"11,143","11,143","1,005,128,981","90,203","52,735",104,23
VIC,3189,"3,829","3,829","222,296,830","58,056","46,016",826,150
VIC,3190,"6,673","6,673","437,719,163","65,596","50,045",439,85
VIC,3191,"6,680","6,680","724,678,251","108,485","55,490",43,11
VIC,3192,"13,799","13,799","850,690,893","61,649","47,514",599,109
VIC,3193,"13,198","13,198","1,169,989,711","88,649","51,880",115,26
VIC,3194,"8,769","8,769","556,076,909","63,414","48,549",529,99
VIC,3195,"22,080","22,080","1,413,948,911","64,038","49,890",508,97
VIC,3196,"15,066","15,066","870,608,531","57,786","48,682",843,155
VIC,3197,"7,335","7,335","454,502,530","61,964","48,279",588,107
VIC,3198,"9,531","9,531","492,134,832","51,635","45,616","1,331",266
VIC,3199,"30,655","30,655","1,579,662,050","51,530","42,916","1,347",270
VIC,3200,"2,208","2,208","91,982,323","41,659","40,210","2,338",561
VIC,3201,"11,759","11,759","582,598,316","49,545","45,579","1,535",318
VIC,3202,"1,619","1,619","100,331,111","61,971","48,219",587,106
VIC,3204,"18,911","18,911","1,284,529,594","67,925","49,210",382,72
VIC,3205,"7,428","7,428","637,596,914","85,837","58,874",134,30
VIC,3206,"6,992","6,992","912,056,077","130,443","66,675",19,5
VIC,3207,"11,244","11,244","1,116,868,875","99,330","66,326",62,14
VIC,3211,778,778,"46,644,596","59,954","46,629",699,126
VIC,3212,"9,265","9,265","519,143,129","56,033","47,782",968,178
VIC,3213,"1,751","1,751","100,088,409","57,161","42,814",887,164
VIC,3214,"9,737","9,737","412,341,004","42,348","37,673","2,283",537
VIC,3215,"11,477","11,477","595,689,023","51,903","43,175","1,309",261
VIC,3216,"33,840","33,840","1,792,157,796","52,960","42,028","1,229",243
VIC,3217,"4,822","4,822","266,252,537","55,216","49,397","1,027",192
VIC,3218,"8,073","8,073","464,198,069","57,500","46,538",860,160
VIC,3219,"10,582","10,582","505,212,488","47,743","41,024","1,711",366
VIC,3220,"11,008","11,008","774,756,812","70,381","48,650",321,65
VIC,3221,"2,153","2,153","144,617,875","67,170","44,647",401,77
VIC,3222,"8,543","8,543","424,640,447","49,706","39,912","1,525",314
VIC,3223,"3,899","3,899","211,238,851","54,178","35,439","1,128",218
VIC,3224,"8,092","8,092","398,977,043","49,305","42,099","1,562",327
VIC,3225,"2,783","2,783","150,782,012","54,180","36,656","1,127",217
VIC,3226,"9,108","9,108","499,186,106","54,807","42,188","1,068",200
VIC,3227,"3,106","3,106","217,049,930","69,881","44,820",338,69
VIC,3228,"12,039","12,039","734,639,918","61,022","45,288",635,118
VIC,3230,"1,689","1,689","84,698,180","50,147","36,918","1,470",293
VIC,3231,843,843,"47,792,399","56,693","37,782",918,168
VIC,3232,776,776,"46,654,270","60,121","36,680",689,125
VIC,3233,"1,365","1,365","56,220,121","41,187","30,955","2,372",576
VIC,3234,106,106,"6,625,197","62,502","37,667",559,104
VIC,3235,240,240,"11,585,305","48,272","35,361","1,655",352
VIC,3236,153,153,"6,587,675","43,057","36,078","2,212",512
VIC,3237,138,138,"4,183,737","30,317","21,826","2,680",699
VIC,3238,167,167,"7,211,104","43,180","28,357","2,199",506
VIC,3239,255,255,"9,884,283","38,762","35,819","2,518",636
VIC,3240,"1,312","1,312","71,795,935","54,723","41,008","1,075",204
VIC,3241,"1,512","1,512","68,572,127","45,352","37,474","1,979",440
VIC,3242,620,620,"26,898,752","43,385","35,543","2,184",501
VIC,3243,228,228,"10,431,316","45,751","33,204","1,937",430
VIC,3249,"2,237","2,237","92,676,123","41,429","35,788","2,359",571
VIC,3250,"6,857","6,857","314,866,653","45,919","40,452","1,910",420
VIC,3251,334,334,"14,256,864","42,685","34,546","2,251",526
VIC,3254,173,173,"7,066,235","40,845","38,609","2,394",586
VIC,3260,"2,719","2,719","116,684,575","42,915","36,721","2,233",520
VIC,3264,"1,347","1,347","56,445,573","41,905","36,472","2,318",553
VIC,3265,"1,489","1,489","63,072,190","42,359","37,512","2,280",536
VIC,3266,"1,751","1,751","70,249,858","40,120","34,978","2,443",600
VIC,3267,183,183,"5,681,038","31,044","26,920","2,675",697
VIC,3268,"1,701","1,701","69,493,478","40,854","34,256","2,392",584
VIC,3269,434,434,"21,429,041","49,376","32,748","1,554",324
VIC,3270,150,150,"7,078,341","47,189","38,000","1,762",382
VIC,3271,116,116,"4,045,417","34,874","31,731","2,630",673
VIC,3272,827,827,"34,636,084","41,882","34,317","2,321",555
VIC,3273,82,82,"4,562,940","55,646","47,444",992,184
VIC,3274,157,157,"7,341,845","46,763","35,259","1,814",399
VIC,3275,274,274,"12,857,790","46,926","41,780","1,791",392
VIC,3276,269,269,"10,740,514","39,928","36,898","2,453",604
VIC,3277,"1,170","1,170","60,180,163","51,436","40,462","1,354",272
VIC,3278,173,173,"7,810,909","45,150","38,679","2,015",450
VIC,3279,179,179,"8,135,008","45,447","36,446","1,972",439
VIC,3280,"18,993","18,993","914,416,046","48,145","39,931","1,677",359
VIC,3281,"1,049","1,049","52,147,914","49,712","41,373","1,524",313
VIC,3282,"1,604","1,604","73,725,226","45,963","39,660","1,908",419
VIC,3283,736,736,"34,900,755","47,420","39,311","1,736",372
VIC,3284,"2,079","2,079","103,066,043","49,575","37,924","1,533",317
VIC,3285,715,715,"35,659,433","49,873","36,676","1,508",309
VIC,3286,365,365,"16,712,883","45,789","36,975","1,926",425
VIC,3287,275,275,"12,377,267","45,008","37,374","2,031",457
VIC,3289,451,451,"19,994,683","44,334","37,908","2,094",479
VIC,3292,96,96,"3,264,980","34,010","25,770","2,646",682
VIC,3293,197,197,"8,027,036","40,746","35,983","2,399",588
VIC,3294,630,630,"25,365,027","40,262","33,251","2,434",597
VIC,3300,"5,932","5,932","268,152,135","45,204","38,028","2,004",447
VIC,3301,725,725,"32,984,681","45,496","38,032","1,968",438
VIC,3302,247,247,"12,705,448","51,439","37,770","1,353",271
VIC,3303,198,198,"9,615,956","48,565","38,699","1,625",346
VIC,3304,"1,450","1,450","65,425,880","45,121","38,744","2,020",451
VIC,3305,"7,055","7,055","358,493,806","50,814","40,917","1,419",284
VIC,3309,62,62,"2,013,925","32,483","23,786","2,660",692
VIC,3310,147,147,"5,725,758","38,951","36,162","2,510",631
VIC,3311,907,907,"38,928,135","42,920","37,036","2,231",518
VIC,3312,531,531,"25,754,137","48,501","37,868","1,634",348
VIC,3314,367,367,"16,290,505","44,388","35,877","2,088",478
VIC,3315,965,965,"43,433,988","45,009","36,862","2,030",456
VIC,3317,108,108,"5,135,877","47,554","40,010","1,723",369
VIC,3318,715,715,"31,503,975","44,062","37,733","2,120",482
VIC,3319,233,233,"10,721,019","46,013","40,622","1,898",415
VIC,3321,999,999,"54,273,840","54,328","45,865","1,112",212
VIC,3322,92,92,"4,189,361","45,537","38,450","1,960",436
VIC,3323,68,68,"3,280,511","48,243","42,160","1,665",356
VIC,3324,314,314,"13,760,661","43,824","38,192","2,143",491
VIC,3325,274,274,"10,661,626","38,911","31,504","2,514",634
VIC,3328,"1,034","1,034","54,422,493","52,633","44,896","1,243",247
VIC,3329,149,149,"4,864,327","32,646","29,663","2,659",691
VIC,3330,130,130,"5,291,683","40,705","34,372","2,403",590
VIC,3331,"3,636","3,636","195,321,253","53,719","45,926","1,172",231
VIC,3332,623,623,"30,659,232","49,212","41,308","1,569",332
VIC,3333,508,508,"23,810,679","46,871","35,395","1,799",394
VIC,3334,326,326,"16,705,914","51,245","40,095","1,375",276
VIC,3335,"3,259","3,259","175,173,513","53,751","48,754","1,169",229
VIC,3336,"1,249","1,249","64,239,199","51,433","48,101","1,356",273
VIC,3337,"19,467","19,467","939,275,079","48,250","43,341","1,662",355
VIC,3338,"12,394","12,394","618,251,519","49,883","45,060","1,503",307
VIC,3340,"12,247","12,247","672,815,072","54,937","46,407","1,050",197
VIC,3341,988,988,"55,778,674","56,456","43,850",937,173
VIC,3342,"1,993","1,993","107,308,808","53,843","45,234","1,156",225
VIC,3345,730,730,"40,529,282","55,520","45,300","1,000",186
VIC,3350,"33,925","33,925","1,810,407,218","53,365","42,309","1,200",236
VIC,3351,"4,600","4,600","217,028,981","47,180","39,651","1,764",383
VIC,3352,"9,366","9,366","476,032,473","50,826","41,026","1,416",282
VIC,3353,244,244,"11,918,624","48,847","42,054","1,604",338
VIC,3354,222,222,"12,994,019","58,532","42,270",788,144
VIC,3355,"5,937","5,937","266,820,514","44,942","37,810","2,037",458
VIC,3356,"7,530","7,530","321,032,292","42,634","38,784","2,255",529
VIC,3357,"2,275","2,275","132,148,296","58,087","45,727",823,149
VIC,3358,513,513,"25,381,415","49,476","44,909","1,541",321
VIC,3360,397,397,"16,797,679","42,312","36,776","2,285",538
VIC,3361,354,354,"13,529,923","38,220","30,994","2,541",646
VIC,3363,"1,805","1,805","86,550,712","47,951","38,224","1,698",364
VIC,3364,"1,177","1,177","55,610,120","47,247","36,906","1,755",381
VIC,3370,837,837,"33,094,496","39,539","33,877","2,475",612
VIC,3371,477,477,"18,620,670","39,037","32,404","2,508",630
VIC,3373,"1,204","1,204","48,239,465","40,066","32,664","2,447",602
VIC,3374,174,174,"8,243,309","47,375","40,098","1,741",376
VIC,3375,120,120,"5,366,994","44,725","34,311","2,054",464
VIC,3377,"4,821","4,821","215,725,231","44,747","39,457","2,052",463
VIC,3378,119,119,"5,455,129","45,841","38,868","1,919",423
VIC,3379,395,395,"18,311,665","46,359","36,274","1,859",407
VIC,3380,"3,402","3,402","151,120,865","44,421","38,016","2,086",477
VIC,3381,672,672,"29,437,245","43,805","34,474","2,147",492
VIC,3384,301,301,"10,794,147","35,861","30,660","2,611",667
VIC,3385,281,281,"10,194,641","36,280","30,515","2,597",662
VIC,3387,202,202,"7,289,327","36,086","30,198","2,603",663
VIC,3388,353,353,"16,297,282","46,168","39,477","1,880",414
VIC,3390,513,513,"22,252,447","43,377","37,675","2,185",502
VIC,3391,87,87,"3,344,257","38,440","29,560","2,532",645
VIC,3392,299,299,"12,253,980","40,983","35,049","2,384",581
VIC,3393,"1,437","1,437","65,153,373","45,340","38,103","1,982",442
VIC,3395,260,260,"12,180,537","46,848","37,623","1,800",395
VIC,3396,412,412,"16,177,671","39,266","32,176","2,499",625
VIC,3400,"8,292","8,292","379,291,614","45,742","39,306","1,939",432
VIC,3401,"2,692","2,692","120,273,672","44,678","37,603","2,063",468
VIC,3402,359,359,"19,863,213","55,329","43,751","1,021",190
VIC,3407,290,290,"13,307,620","45,888","36,334","1,915",422
VIC,3409,621,621,"25,113,152","40,440","35,889","2,423",593
VIC,3412,181,181,"7,547,779","41,700","36,114","2,333",559
VIC,3413,121,121,"4,365,054","36,075","35,551","2,604",664
VIC,3414,889,889,"39,906,018","44,889","38,995","2,044",460
VIC,3418,"1,651","1,651","70,421,784","42,654","37,987","2,254",528
VIC,3419,579,579,"23,984,230","41,424","36,652","2,360",572
VIC,3420,157,157,"5,410,326","34,461","31,999","2,638",676
VIC,3423,189,189,"7,657,269","40,515","33,939","2,420",592
VIC,3424,420,420,"18,200,876","43,335","36,095","2,188",505
VIC,3427,"1,793","1,793","97,895,935","54,599","48,781","1,083",209
VIC,3428,398,398,"23,038,065","57,885","46,026",838,153
VIC,3429,"21,965","21,965","1,206,724,472","54,939","46,506","1,049",196
VIC,3430,179,179,"11,660,490","65,142","46,082",459,88
VIC,3431,"2,493","2,493","143,434,469","57,535","47,612",857,158
VIC,3432,117,117,"7,083,209","60,540","41,899",660,123
VIC,3433,126,126,"7,937,193","62,994","45,416",540,102
VIC,3434,"3,055","3,055","177,600,674","58,134","45,612",818,148
VIC,3435,"1,635","1,635","89,034,270","54,455","44,340","1,097",210
VIC,3437,"6,544","6,544","423,695,981","64,746","50,201",478,92
VIC,3438,"1,344","1,344","87,877,375","65,385","50,396",451,87
VIC,3440,"1,196","1,196","93,218,630","77,942","48,824",213,46
VIC,3441,876,876,"73,907,975","84,370","54,946",149,33
VIC,3442,"4,498","4,498","292,780,092","65,091","46,593",463,90
VIC,3444,"5,374","5,374","281,103,942","52,308","40,320","1,276",252
VIC,3446,608,608,"28,913,633","47,555","39,405","1,722",368
VIC,3447,274,274,"11,608,800","42,368","35,578","2,279",535
VIC,3448,506,506,"25,047,024","49,500","39,380","1,538",319
VIC,3450,"3,961","3,961","176,984,312","44,682","35,698","2,062",467
VIC,3451,"2,568","2,568","119,550,706","46,554","37,612","1,830",401
VIC,3453,"1,013","1,013","50,521,930","49,874","40,934","1,507",308
VIC,3458,"1,135","1,135","54,782,332","48,266","36,054","1,657",353
VIC,3460,"1,651","1,651","79,395,496","48,089","35,516","1,683",360
VIC,3461,"2,287","2,287","102,547,811","44,839","35,018","2,046",461
VIC,3462,636,636,"27,596,564","43,391","36,768","2,181",500
VIC,3463,"1,292","1,292","56,910,000","44,048","34,644","2,121",483
VIC,3464,564,564,"22,172,671","39,313","33,236","2,496",622
VIC,3465,"4,367","4,367","173,432,201","39,714","34,334","2,468",607
VIC,3467,607,607,"23,477,166","38,677","35,204","2,521",638
VIC,3468,149,149,"5,272,278","35,384","31,099","2,621",671
VIC,3469,131,131,"5,100,717","38,937","31,491","2,513",633
VIC,3472,597,597,"21,428,068","35,893","30,340","2,607",665
VIC,3475,158,158,"5,224,793","33,068","27,572","2,654",686
VIC,3477,402,402,"14,941,218","37,167","32,184","2,576",657
VIC,3478,"1,324","1,324","52,408,914","39,584","34,416","2,473",610
VIC,3480,"1,026","1,026","40,337,124","39,315","32,560","2,495",621
VIC,3482,95,95,"2,312,851","24,346","20,543","2,689",701
VIC,3483,546,546,"23,558,200","43,147","35,098","2,204",509
VIC,3485,170,170,"5,735,552","33,739","27,170","2,647",683
VIC,3488,67,67,"2,843,294","42,437","39,831","2,271",533
VIC,3490,698,698,"29,341,810","42,037","35,759","2,307",551
VIC,3491,72,72,"3,592,027","49,889","55,591","1,501",306
VIC,3494,323,323,"11,842,067","36,663","31,778","2,591",661
VIC,3496,"3,485","3,485","157,819,944","45,285","37,400","1,990",444
VIC,3498,"2,743","2,743","128,756,100","46,940","38,773","1,789",391
VIC,3500,"16,054","16,054","734,721,052","45,766","38,971","1,931",427
VIC,3501,"2,018","2,018","98,953,704","49,036","41,506","1,587",334
VIC,3502,"1,304","1,304","67,377,416","51,670","41,484","1,328",265
VIC,3505,"2,562","2,562","108,893,688","42,503","37,402","2,263",530
VIC,3507,86,86,"3,447,105","40,083","27,808","2,445",601
VIC,3509,156,156,"7,625,367","48,881","40,927","1,601",337
VIC,3512,215,215,"9,659,308","44,927","38,969","2,039",459
VIC,3515,"1,098","1,098","53,328,011","48,568","44,992","1,624",345
VIC,3516,392,392,"16,824,270","42,919","36,442","2,232",519
VIC,3517,653,653,"25,719,873","39,387","33,503","2,490",618
VIC,3518,609,609,"22,705,399","37,283","29,644","2,574",656
VIC,3521,358,358,"16,768,963","46,841","40,750","1,801",396
VIC,3522,171,171,"6,998,139","40,925","34,270","2,387",582
VIC,3523,"1,662","1,662","72,269,762","43,484","34,762","2,174",497
VIC,3525,735,735,"28,319,025","38,529","33,577","2,528",641
VIC,3527,411,411,"15,893,167","38,670","30,488","2,522",639
VIC,3529,84,84,"3,180,218","37,860","35,091","2,555",652
VIC,3530,68,68,"3,111,139","45,752","38,747","1,936",429
VIC,3531,120,120,"5,133,542","42,780","34,695","2,242",524
VIC,3533,397,397,"17,660,198","44,484","38,411","2,080",475
VIC,3537,599,599,"23,725,150","39,608","33,436","2,472",609
VIC,3540,171,171,"6,908,891","40,403","35,206","2,425",594
VIC,3542,111,111,"3,832,628","34,528","30,409","2,634",674
VIC,3544,137,137,"5,414,512","39,522","37,074","2,476",613
VIC,3546,260,260,"11,576,827","44,526","41,095","2,077",472
VIC,3549,"1,955","1,955","93,939,495","48,051","37,311","1,689",361
VIC,3550,"22,289","22,289","1,115,428,156","50,044","40,547","1,478",296
VIC,3551,"18,119","18,119","950,355,830","52,451","44,259","1,262",248
VIC,3552,281,281,"17,760,849","63,206","45,282",538,100
VIC,3554,106,106,"6,413,018","60,500","45,283",665,124
VIC,3555,"10,438","10,438","470,168,459","45,044","39,930","2,027",454
VIC,3556,"6,670","6,670","286,422,326","42,942","38,892","2,225",515
VIC,3557,434,434,"19,956,276","45,982","38,350","1,904",417
VIC,3558,503,503,"21,200,066","42,147","34,508","2,299",545
VIC,3559,293,293,"12,331,240","42,086","33,334","2,304",548
VIC,3561,"2,544","2,544","104,941,778","41,251","36,672","2,370",575
VIC,3562,155,155,"6,755,543","43,584","37,115","2,162",494
VIC,3563,448,448,"16,057,497","35,843","31,992","2,612",668
VIC,3564,"9,549","9,549","448,643,600","46,983","39,600","1,786",389
VIC,3566,302,302,"12,167,668","40,290","34,902","2,433",596
VIC,3567,383,383,"13,144,889","34,321","31,951","2,643",680
VIC,3568,"1,526","1,526","67,078,863","43,957","35,041","2,131",486
VIC,3570,398,398,"17,508,917","43,992","39,361","2,127",485
VIC,3571,192,192,"6,775,500","35,289","28,988","2,623",672
VIC,3572,148,148,"6,772,455","45,760","39,502","1,934",428
VIC,3573,194,194,"7,264,875","37,448","35,518","2,570",654
VIC,3575,440,440,"17,331,358","39,389","35,426","2,489",617
VIC,3579,"2,869","2,869","108,216,439","37,719","34,196","2,560",653
VIC,3580,561,561,"19,893,096","35,460","33,288","2,617",669
VIC,3581,106,106,"4,085,498","38,542","36,891","2,527",640
VIC,3583,90,90,"3,544,496","39,383","34,966","2,491",619
VIC,3584,575,575,"22,704,411","39,486","35,544","2,481",614
VIC,3585,"6,988","6,988","321,205,426","45,965","39,110","1,907",418
VIC,3586,267,267,"11,714,829","43,876","37,639","2,138",490
VIC,3588,181,181,"6,902,651","38,136","35,744","2,545",647
VIC,3589,183,183,"8,779,742","47,977","33,075","1,693",363
VIC,3590,181,181,"8,566,704","47,330","36,437","1,746",377
VIC,3591,106,106,"4,345,549","40,996","34,163","2,383",580
VIC,3594,327,327,"12,453,114","38,083","36,616","2,548",649
